"game_title","game_platform","publisher_title"
"Smart Bomb","PSP","Eidos Interactive"
"Smart Boy's Gameroom","DS","505 Games"
"Smart Boy's Toys Club","DS","505 Games"
"Smart Boy's Winter Wonderland","DS","UFO Interactive"
"Smart Girl's Party Game","DS","505 Games"
"Smart Girl's Playhouse","DS","505 Games"
"Smart Girl's Winter Wonderland","DS","UFO Interactive"
"Smart Kid's Mega Game Mix","DS","UFO Interactive"
"Smart Kid's Party Fun Pak","DS","UFO Interactive"
"Smarty Pants","Wii","Electronic Arts"
"Smash Cars","PS2","Metro 3D"
"Smash Court Tennis 3","PSP","Namco Bandai Games"
"Smash Court Tennis 3","X360","Atari"
"Smash Court Tennis Pro Tournament","PS2","Sony Computer Entertainment"
"Smash Court Tennis Pro Tournament 2","PS2","Sony Computer Entertainment"
"Smashing Drive","GBA","Zoo Digital Publishing"
"Smashing Drive","GC","Unknown"
"Smashing Drive","XB","Namco Bandai Games"
"Smile PreCure! Let's Go! Marchen World","3DS","Namco Bandai Games"
"Smiley World: Island Challenge","DS","Zoo Digital Publishing"
"Smuggler's Run","GBA","Rebellion"
"Smuggler's Run","PS2","Take-Two Interactive"
"Smuggler's Run: Warzones","GC","Take-Two Interactive"
"Smurf: Rescue In Gargamel's Castle","2600","Coleco"
"Sneakers","XB","Microsoft Game Studios"
"Sniper Elite","PC","MC2 Entertainment"
"Sniper Elite","PS2","Ubisoft"
"Sniper Elite","Wii","Reef Entertainment"
"Sniper Elite","XB","Ubisoft"
"Sniper Elite 3","PS3","505 Games"
"Sniper Elite 3","PS4","505 Games"
"Sniper Elite 3","X360","505 Games"
"Sniper Elite 3","XOne","505 Games"
"Sniper Elite V2","PS3","505 Games"
"Sniper Elite V2","WiiU","505 Games"
"Sniper Elite V2","X360","505 Games"
"Sniper: Art of Victory","PC","City Interactive"
"Sniper: Ghost Warrior","PC","City Interactive"
"Sniper: Ghost Warrior","PS3","City Interactive"
"Sniper: Ghost Warrior","X360","City Interactive"
"Sniper: Ghost Warrior 2","PC","City Interactive"
"Sniper: Ghost Warrior 2","PS3","City Interactive"
"Sniper: Ghost Warrior 2","X360","City Interactive"
"SNK Arcade Classics Vol. 1","PS2","Ignition Entertainment"
"SNK Arcade Classics Vol. 1","PSP","Ignition Entertainment"
"SNK Arcade Classics Vol. 1","Wii","Ignition Entertainment"
"SNK vs. Capcom Card Fighters DS","DS","Ignition Entertainment"
"SNK vs. Capcom: SVC Chaos","XB","Ignition Entertainment"
"SNK vs. Capcom: The Match of the Millennium","PS2","Sega"
"SNK vs. Capcom: The Match of the Millennium","PSP","Sega"
"SnoCross Championship Racing","PS","Ubisoft"
"Snood","GBA","Destination Software Inc"
"Snood 2: On Vacation","DS","Zoo Digital Publishing"
"Snood 2: On Vacation","GBA","Zoo Digital Publishing"
"Snoopy vs the Red Baron","PSP","Namco Bandai Games"
"Snow Portable","PSP","Prototype"
"Snowboard Kids","N64","Atlus"
"Snowboard Kids 2","N64","Atlus"
"Snowboarding","PS","Midas Interactive Entertainment"
"So-Ra-No-Wo-To: Otome no Gojuusou","PSP","Compile Heart"
"So Blonde","PC","Eidos Interactive"
"Soccer","NES","Nintendo"
"Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!","PS2","Sega"
"Soccer Tsuku DS: World Challenge 2010","DS","Sega"
"Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou","DC","Sega"
"Soccer Tsuku: Pro Soccer Club o Tsukurou!","PS3","Sega"
"Soccer Tsuku: Pro Soccer Club o Tsukurou!","PSV","Sega"
"SOCOM 3: U.S. Navy SEALs","PS2","Sony Computer Entertainment"
"SOCOM 4: U.S. Navy SEALs","PS3","Sony Computer Entertainment"
"SOCOM II: U.S. Navy SEALs","PS2","Sony Computer Entertainment"
"SOCOM: Tactical Strike","PSP","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs","PS2","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs Confrontation","PS3","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP","Sony Computer Entertainment"
"SOCOM: U.S. Navy SEALs: Combined Assault","PS2","Sony Computer Entertainment"
"Sokukoku no Kusabi: Hiiro no Kakera 3 Portable","PSP","Idea Factory"
"Sol Trigger","PSP","Image Epoch"
"Solaris","2600","Atari"
"SolarStriker","GB","Nintendo"
"Solatorobo: Red the Hunter","DS","Nintendo"
"Soldier of Fortune II: Double Helix","XB","Activision"
"Soldier of Fortune: Gold Edition","PS2","Codemasters"
"Soldier of Fortune: Payback","PS3","Activision"
"Soldier of Fortune: Payback","X360","Activision"
"Solitaire & Mahjong","Wii","Crave Entertainment"
"Solitaire Overload","DS","Telegames"
"Solitaire Overload Plus","DS","Telegames"
"Soma Bringer","DS","Nintendo"
"Song of the Deep","PC","Insomniac Games"
"Song of the Deep","PS4","Insomniac Games"
"Song of the Deep","XOne","Insomniac Games"
"Sonic's Ultimate Genesis Collection","PS3","Sega"
"Sonic's Ultimate Genesis Collection","X360","Sega"
"Sonic & All-Stars Racing Transformed","3DS","Sega"
"Sonic & All-Stars Racing Transformed","PC","Sega"
"Sonic & All-Stars Racing Transformed","PS3","Sega"
"Sonic & All-Stars Racing Transformed","PSV","Sega"
"Sonic & All-Stars Racing Transformed","WiiU","Sega"
"Sonic & All-Stars Racing Transformed","X360","Sega"
"Sonic & Knuckles","GEN","Sega"
"Sonic & Sega All-Stars Racing","DS","Sega"
"Sonic & Sega All-Stars Racing","PS3","Sega"
"Sonic & Sega All-Stars Racing","Wii","Sega"
"Sonic & SEGA All-Stars Racing with Banjo-Kazooie","X360","Sega"
"Sonic Advance","GBA","Sega"
"Sonic Advance & Sonic Pinball Party Combo Pack","GBA","Sega"
"Sonic Advance 2","GBA","Sega"
"Sonic Advance 3","GBA","THQ"
"Sonic Adventure","DC","Sega"
"Sonic Adventure 2","DC","Sega"
"Sonic Adventure 2 Battle","GC","Sega"
"Sonic Adventure DX: Director's Cut","GC","Sega"
"Sonic and the Black Knight","Wii","Sega"
"Sonic and the Secret Rings","Wii","Sega"
"Sonic Boom: Fire & Ice","3DS","Sega"
"Sonic Boom: Rise of Lyric","WiiU","Sega"
"Sonic Boom: Shattered Crystal","3DS","Sega"
"Sonic CD","SCD","Sega"
"Sonic Chronicles: The Dark Brotherhood","DS","Sega"
"Sonic Classic Collection","DS","Sega"
"Sonic Colors","DS","Sega"
"Sonic Colors","Wii","Sega"
"Sonic Free Riders","X360","Sega"
"Sonic Generations","3DS","Sega"
"Sonic Generations","PC","Sega"
"Sonic Generations","PS3","Sega"
"Sonic Generations","X360","Sega"
"Sonic Heroes","GC","Sega"
"Sonic Heroes","PS2","Sega"
"Sonic Heroes","XB","Sega"
"Sonic Jam","SAT","Sega"
"Sonic Lost World","3DS","Sega"
"Sonic Lost World","WiiU","Sega"
"Sonic Mega Collection","GC","Infogrames"
"Sonic Mega Collection Plus","PS2","Sega"
"Sonic Mega Collection Plus","XB","Sega"
"Sonic PC Collection","PC","Sega"
"Sonic Riders","GC","Sega"
"Sonic Riders","PS2","Sega"
"Sonic Riders","XB","Sega"
"Sonic Riders: Zero Gravity","PS2","Sega"
"Sonic Riders: Zero Gravity","Wii","Sega"
"Sonic Rivals","PSP","Sega"
"Sonic Rivals 2","PSP","Sega"
"Sonic Rush","DS","Sega"
"Sonic Rush Adventure","DS","Sega"
"Sonic the Hedgehog","GEN","Sega"
"Sonic the Hedgehog","PS3","N/A"
"Sonic the Hedgehog","PS3","Sega"
"Sonic the Hedgehog","X360","Sega"
"Sonic the Hedgehog 2","GEN","Sega"
"Sonic the Hedgehog 2 (8-bit)","GG","Sega"
"Sonic the Hedgehog 3","GEN","Sega"
"Sonic Unleashed","PS2","Sega"
"Sonic Unleashed","PS3","Sega"
"Sonic Unleashed","Wii","Sega"
"Sonic Unleashed","X360","Sega"
"Sonic X: Game Boy Advance Video Volume 1","GBA","N/A"
"SoniPro","3DS","imageepoch Inc."
"Sonny with a Chance","DS","Disney Interactive Studios"
"Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!","PSP","Sega"
"Sora no Otoshimono Forte: Dreamy Season","DS","Kadokawa Shoten"
"Sora no Otoshimono: DokiDoki Summer Vacation","PSP","Kadokawa Shoten"
"Sorcery","PS3","Sony Computer Entertainment"
"Sorcery Saga: The Curse of the Great Curry God","PSV","Rising Star Games"
"Sorry! / Aggravation / Scrabble Junior","GBA","Zoo Digital Publishing"
"Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX","PS2","Datam Polystar"
"Sotsugyou Crossworld","PS","Hearty Robin"
"Sotsugyou II: Neo Generation","PS","Riverhillsoft"
"Sotsugyou II: Neo Generation Special","3DO","Imageworks"
"Soukaigi","PS","SquareSoft"
"Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira","PSP","Idea Factory"
"Soul Bubbles","DS","Eidos Interactive"
"Soul Eater: Battle Resonance","PSP","Namco Bandai Games"
"Soul Eater: Monotone Princess","Wii","Square Enix"
"Soul Eater: Plot of Medusa","DS","Namco Bandai Games"
"Soul Edge","PS","Sony Computer Entertainment"
"Soul Nomad & the World Eaters","PS2","Tecmo Koei"
"Soul Reaver 2","PS2","Eidos Interactive"
"Soul Sacrifice","PSV","Sony Computer Entertainment"
"Soul Sacrifice Delta","PSV","Sony Computer Entertainment"
"SoulCalibur","DC","Namco Bandai Games"
"SoulCalibur II","GC","Namco Bandai Games"
"SoulCalibur II","PS2","Namco Bandai Games"
"SoulCalibur II","XB","Namco Bandai Games"
"SoulCalibur IV","X360","Ubisoft"
"SoulCalibur Legends","Wii","Namco Bandai Games"
"SoulCalibur Legends (JP sales)","Wii","Namco Bandai Games"
"SoulCalibur V","PS3","Namco Bandai Games"
"SoulCalibur V","X360","Namco Bandai Games"
"SoulCalibur: Broken Destiny","PSP","Namco Bandai Games"
"SoulLink Extension","PS2","Interchannel"
"Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS","ChunSoft"
"Sound Novel Machi","SAT","ChunSoft"
"Sound Novel Tsukuru","SNES","ASCII Entertainment"
"Sousaku Alice to Oujisama!","3DS","Happinet"
"South Park","N64","Acclaim Entertainment"
"South Park","PS","Acclaim Entertainment"
"South Park Rally","N64","Acclaim Entertainment"
"South Park Rally","PS","Acclaim Entertainment"
"South Park: Chef's Luv Shack","N64","Acclaim Entertainment"
"South Park: Chef's Luv Shack","PS","Acclaim Entertainment"
"South Park: The Stick of Truth","PC","Ubisoft"
"South Park: The Stick of Truth","PS3","Ubisoft"
"South Park: The Stick of Truth","X360","Ubisoft"
"Soviet Strike","PS","Electronic Arts"
"Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS","Namco Bandai Games"
"Space Bust-A-Move","DS","Square Enix"
"Space Camp","DS","Activision"
"Space Camp","Wii","Activision"
"Space Channel 5 Special Edition","PS2","Agetec"
"Space Channel 5: Ulala's Cosmic Attack","GBA","Atari"
"Space Chimps","DS","Brash Entertainment"
"Space Chimps","PS2","Brash Entertainment"
"Space Chimps","Wii","Brash Entertainment"
"Space Chimps","X360","Brash Entertainment"
"Space Griffon VF-9","PS","Panther Software"
"Space Hulk: Vengeance of the Blood Angels","PS","Electronic Arts"
"Space Invaders","2600","Atari"
"Space Invaders","GBA","Activision"
"Space Invaders","N64","Activision"
"Space Invaders","SNES","Taito"
"Space Invaders Extreme","DS","Square Enix"
"Space Invaders Extreme","PSP","Square Enix"
"Space Invaders Extreme 2","DS","Square Enix"
"Space Invaders Revolution","DS","Rising Star Games"
"Space Jam","PS","Acclaim Entertainment"
"Space Raiders","GC","Taito"
"Space Station Silicon Valley","N64","Take-Two Interactive"
"Space Venus starring Morning Musume","PS2","Sony Music Entertainment"
"Spanish for Everyone!","DS","Activision"
"Spartan: Total Warrior","GC","Sega"
"Spartan: Total Warrior","PS2","Sega"
"Spartan: Total Warrior","XB","Sega"
"Spawn the Eternal","PS","Sony Computer Entertainment"
"Spawn: Armageddon","GC","Electronic Arts"
"Spawn: Armageddon","PS2","Electronic Arts"
"Spawn: Armageddon","XB","Electronic Arts"
"Spec Ops: Airborne Commando","PS","Take-Two Interactive"
"Spec Ops: Covert Assault","PS","Take-Two Interactive"
"Spec Ops: Ranger Elite","PS","TalonSoft"
"Spec Ops: The Line","PC","Take-Two Interactive"
"Spec Ops: The Line","PS3","Take-Two Interactive"
"Spec Ops: The Line","X360","Take-Two Interactive"
"Special Forces: Nemesis Strike","XB","Hip Interactive"
"Spectral Force 3","X360","Idea Factory"
"Spectral Force Genesis","DS","Nobilis"
"Spectral Souls: Resurrection of the Ethereal Empires","PSP","Idea Factory"
"Spectrobes","DS","Disney Interactive Studios"
"Spectrobes: Beyond the Portals","DS","Disney Interactive Studios"
"Spectrobes: Origins","Wii","Disney Interactive Studios"
"Speed","Wii","Unknown"
"Speed Kings","GC","Acclaim Entertainment"
"Speed Kings","PS2","Acclaim Entertainment"
"Speed Kings","XB","Acclaim Entertainment"
"Speed Punks","PS","Sony Computer Entertainment"
"Speed Racer","PS","Tomy Corporation"
"Speed Racer: The Videogame","DS","Warner Bros. Interactive Entertainment"
"Speed Racer: The Videogame","PS2","Warner Bros. Interactive Entertainment"
"Speed Racer: The Videogame","Wii","Warner Bros. Interactive Entertainment"
"Speed Zone","Wii","Bethesda Softworks"
"Speedball 2100","PS","Empire Interactive"
"Spelling Challenges and more!","DS","505 Games"
"Spelling Challenges and more!","PSP","Crave Entertainment"
"Sphinx and the Cursed Mummy","GC","THQ"
"Sphinx and the Cursed Mummy","PS2","THQ"
"Sphinx and the Cursed Mummy","XB","THQ"
"Spice World","PS","Sony Computer Entertainment"
"Spider-Man","2600","Parker Bros."
"Spider-Man","N64","Activision"
"Spider-Man","PS","Activision"
"Spider-Man 2","DS","Activision"
"Spider-Man 2","GBA","Activision"
"Spider-Man 2","GC","Activision"
"Spider-Man 2","PS2","Activision"
"Spider-Man 2","PSP","Activision"
"Spider-Man 2","XB","Activision"
"Spider-Man 2: Enter: Electro","PS","Activision"
"Spider-Man 3","DS","Activision"
"Spider-Man 3","PC","Activision"
"Spider-Man 3","PS2","Activision"
"Spider-Man 3","PS3","Activision"
"Spider-Man 3","PSP","Activision"
"Spider-Man 3","Wii","Activision"
"Spider-Man 3","X360","Activision"
"Spider-Man: Battle for New York","DS","Activision"
"Spider-Man: Edge of Time","3DS","Activision"
"Spider-Man: Edge of Time","DS","Activision"
"Spider-Man: Edge of Time","PS3","Activision"
"Spider-Man: Edge of Time","Wii","Activision"
"Spider-Man: Edge of Time","X360","Activision"
"Spider-Man: Friend or Foe","DS","Activision"
"Spider-Man: Friend or Foe","PC","Activision"
"Spider-Man: Friend or Foe","PS2","Activision"
"Spider-Man: Friend or Foe","PSP","Activision"
"Spider-Man: Friend or Foe","Wii","Activision"
"Spider-Man: Friend or Foe","X360","Activision"
"Spider-Man: Mysterio's Menace","GBA","Activision"
"Spider-Man: Shattered Dimensions","DS","Activision"
"Spider-Man: Shattered Dimensions","PS3","Activision"
"Spider-Man: Shattered Dimensions","Wii","Activision"
"Spider-Man: Shattered Dimensions","X360","Activision"
"Spider-Man: The Movie","GBA","Activision"
"Spider-Man: The Movie","GC","Activision"
"Spider-Man: The Movie","PS2","Activision"
"Spider-Man: The Movie","XB","Activision"
"Spider-Man: Web of Shadows","DS","Activision"
"Spider-Man: Web of Shadows","PC","Activision"
"Spider-Man: Web of Shadows","PS2","Activision"
"Spider-Man: Web of Shadows","PS3","Activision"
"Spider-Man: Web of Shadows","Wii","Activision"
"Spider-Man: Web of Shadows","X360","Activision"
"Spider-Man: Web of Shadows - Amazing Allies Edition","PSP","Activision"
"Spin Jam","PS","Empire Interactive"
"Spirit Camera: The Cursed Memoir","3DS","Nintendo"
"Spirit: Stallion of the Cimarron","GBA","THQ"
"Spirits & Spells","GBA","Wanadoo"
"Spirits & Spells","GC","Wanadoo"
"Spirits and Demons: 5 Game Pack","PC","Focus Multimedia"
"Spitfire Heroes: Tales of the Royal Air Force","DS","Destineer"
"SplashDown","PS2","Atari"
"SplashDown","XB","Atari"
"SplashDown: Rides Gone Wild","PS2","THQ"
"Splat Renegade Paintball","XB","Take-Two Interactive"
"Splatoon","WiiU","Nintendo"
"Splatterhouse","PS3","Namco Bandai Games"
"Splatterhouse","X360","Namco Bandai Games"
"Split/Second","PC","Disney Interactive Studios"
"Split/Second","PS3","Disney Interactive Studios"
"Split/Second","PSP","Disney Interactive Studios"
"Split/Second","X360","Disney Interactive Studios"
"SpongeBob's Atlantis SquarePantis","DS","THQ"
"SpongeBob's Atlantis SquarePantis","PS2","THQ"
"SpongeBob's Atlantis SquarePantis","Wii","THQ"
"SpongeBob's Boating Bash","DS","THQ"
"SpongeBob's Boating Bash","Wii","THQ"
"SpongeBob's Surf & Skate Roadtrip","DS","THQ"
"SpongeBob's Surf & Skate Roadtrip","X360","THQ"
"SpongeBob's Truth or Square","DS","THQ"
"SpongeBob's Truth or Square","PSP","THQ"
"SpongeBob's Truth or Square","X360","THQ"
"SpongeBob's Truth or Square (US sales)","DS","THQ"
"SpongeBob's Truth or Square (US sales)","PSP","THQ"
"SpongeBob's Truth or Square (US sales)","Wii","THQ"
"SpongeBob's Truth or Square (US sales)","X360","THQ"
"Spongebob Squarepants / Fairly Odd Parents Double Pack","GBA","THQ"
"SpongeBob SquarePants featuring Nicktoons: Globs of Doom","DS","THQ"
"SpongeBob SquarePants featuring Nicktoons: Globs of Doom","PS2","THQ"
"SpongeBob SquarePants featuring Nicktoons: Globs of Doom","Wii","THQ"
"SpongeBob SquarePants: Battle for Bikini Bottom","GBA","THQ"
"SpongeBob SquarePants: Battle for Bikini Bottom","GC","THQ"
"SpongeBob SquarePants: Battle for Bikini Bottom","PS2","THQ"
"SpongeBob SquarePants: Battle for Bikini Bottom","XB","THQ"
"SpongeBob SquarePants: Creature from the Krusty Krab","DS","THQ"
"SpongeBob SquarePants: Creature from the Krusty Krab","GC","THQ"
"SpongeBob SquarePants: Creature from the Krusty Krab","Wii","THQ"
"SpongeBob SquarePants: Double Pack","GBA","THQ"
"SpongeBob SquarePants: Game Boy Advance Video Volume 1","GBA","N/A"
"SpongeBob SquarePants: Game Boy Advance Video Volume 2","GBA","N/A"
"SpongeBob SquarePants: Game Boy Advance Video Volume 3","GBA","N/A"
"SpongeBob SquarePants: Lights Camera Pants!","GBA","THQ"
"SpongeBob SquarePants: Lights Camera Pants!","GC","THQ"
"SpongeBob SquarePants: Lights Camera Pants!","PS2","THQ"
"SpongeBob SquarePants: Lights Camera Pants!","XB","THQ"
"SpongeBob SquarePants: Plankton's Robotic Revenge","3DS","Activision"
"SpongeBob SquarePants: Plankton's Robotic Revenge","WiiU","Activision"
"SpongeBob SquarePants: Plankton's Robotic Revenge","X360","Activision"
"SpongeBob SquarePants: Revenge of the Flying Dutchman","GBA","THQ"
"SpongeBob SquarePants: Revenge of the Flying Dutchman","GC","THQ"
"SpongeBob SquarePants: Revenge of the Flying Dutchman","PS2","THQ"
"SpongeBob SquarePants: SuperSponge","GBA","THQ"
"SpongeBob SquarePants: SuperSponge","PS","THQ"
"SpongeBob SquarePants: The Yellow Avenger","DS","THQ"
"SpongeBob SquarePants: The Yellow Avenger","PSP","THQ"
"SpongeBob SquigglePants","Wii","THQ"
"SpongeBob SquigglePants 3D","3DS","THQ"
"SpongeBob vs The Big One: Beach Party Cook Off","DS","THQ"
"SpongeBob: HeroPants","3DS","Activision"
"SpongeBob: HeroPants","PSV","Activision"
"SpongeBob: HeroPants","X360","Activision"
"Spore","PC","Electronic Arts"
"Spore Creatures","DS","Electronic Arts"
"Spore Hero","Wii","Electronic Arts"
"Spore Hero Arena","DS","Electronic Arts"
"Sports Car GT","PS","Electronic Arts"
"Sports Champions","PS3","Sony Computer Entertainment"
"Sports Collection","DS","Ubisoft"
"Sports Illustrated for Kids: Baseball","GBA","BAM! Entertainment"
"Sports Illustrated for Kids: Football","GBA","BAM! Entertainment"
"Spot Goes to Hollywood","PS","Virgin Interactive"
"SPRay","Wii","Tecmo Koei"
"Sprint Cars: Road to Knoxville","PS2","THQ"
"Sprung - A Game Where Everyone Scores","DS","Ubisoft"
"Spy Fiction","PS2","Sega"
"Spy Fox in Dry Cereal","Wii","Majesco Entertainment"
"Spy Games: Elevator Mission","Wii","Tommo"
"Spy Hunter","GC","Midway Games"
"Spy Hunter","PS2","Midway Games"
"Spy Hunter","XB","Midway Games"
"Spy Hunter / Super Sprint","GBA","Zoo Digital Publishing"
"Spy Hunter 2","PS2","Midway Games"
"Spy Hunter 2","XB","Midway Games"
"Spy Hunter: Nowhere To Run","PS2","Midway Games"
"Spy Kids 3-D: Game Over","GBA","Disney Interactive Studios"
"Spy Kids Challenger","GBA","Disney Interactive Studios"
"Spy vs Spy","XB","Global Star"
"Spyborgs","Wii","Capcom"
"Spyro 2: Ripto's Rage!","PS","Sony Computer Entertainment"
"Spyro 2: Season of Flame","GBA","Vivendi Games"
"Spyro Orange: The Cortex Conspiracy","GBA","Vivendi Games"
"Spyro the Dragon","PS","Sony Computer Entertainment"
"Spyro: A Hero's Tail","GC","Vivendi Games"
"Spyro: A Hero's Tail","PS2","Vivendi Games"
"Spyro: A Hero's Tail","XB","Vivendi Games"
"Spyro: Attack of the Rhynocs","GBA","Universal Interactive"
"Spyro: Enter the Dragonfly","GC","Universal Interactive"
"Spyro: Enter the Dragonfly","PS2","Universal Interactive"
"Spyro: Season of Ice","GBA","Vivendi Games"
"Spyro: Shadow Legacy","DS","Vivendi Games"
"Spyro: Year of the Dragon","PS","Sony Computer Entertainment"
"Squeeballs Party","DS","Performance Designed Products"
"Squeeballs Party","Wii","Performance Designed Products"
"Squinkies","DS","Activision"
"Squinkies 2: Adventure Mall Surprize!","DS","Activision"
"Squishy Tank","DS","Natsume"
"SRS: Street Racing Syndicate","GC","Namco Bandai Games"
"SRS: Street Racing Syndicate","PS2","Namco Bandai Games"
"SRS: Street Racing Syndicate","XB","Namco Bandai Games"
"SSX","PS2","Electronic Arts"
"SSX","PS3","Electronic Arts"
"SSX","X360","Electronic Arts"
"SSX 3","GBA","Electronic Arts"
"SSX 3","GC","Electronic Arts"
"SSX 3","PS2","Electronic Arts"
"SSX 3","XB","Electronic Arts"
"SSX Blur","Wii","Electronic Arts"
"SSX On Tour","GC","Electronic Arts"
"SSX On Tour","PS2","Electronic Arts"
"SSX On Tour","PSP","Electronic Arts"
"SSX On Tour","XB","Electronic Arts"
"SSX Tricky","GBA","Electronic Arts"
"SSX Tricky","GC","Electronic Arts"
"SSX Tricky","PS2","Electronic Arts"
"SSX Tricky","XB","Electronic Arts"
"Stacked with Daniel Negreanu","PS2","Myelin Media"
"Stacked with Daniel Negreanu","PSP","Myelin Media"
"Stacked with Daniel Negreanu","XB","Myelin Media"
"Stadium Games","GBA","Ignition Entertainment"
"Stake: Fortune Fighters","XB","Metro 3D"
"Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu","PSP","Namco Bandai Games"
"Star Fighter","PS","Telstar"
"Star Fox","SNES","Nintendo"
"Star Fox 64","N64","Nintendo"
"Star Fox 64 3D","3DS","Nintendo"
"Star Fox Adventures","GC","Nintendo"
"Star Fox Command","DS","Nintendo"
"Star Fox: Assault","GC","Nintendo"
"Star Fox: Zero","WiiU","Nintendo"
"Star Gladiator Episode: I Final Crusade","PS","Virgin Interactive"
"Star Ocean","SNES","Enix Corporation"
"Star Ocean 5: Integrity and Faithlessness","PS3","Square Enix"
"Star Ocean 5: Integrity and Faithlessness","PS4","Square Enix"
"Star Ocean: Blue Sphere","GB","Enix Corporation"
"Star Ocean: First Departure","PSP","Square Enix"
"Star Ocean: Second Evolution","PSP","Square Enix"
"Star Ocean: The Last Hope","X360","Square Enix"
"Star Ocean: The Last Hope International","PS3","Square Enix"
"Star Ocean: The Second Story","PS","Sony Computer Entertainment"
"Star Ocean: Till The End of Time","PS2","Ubisoft"
"Star Soldier","NES","Hudson Soft"
"Star Soldier: Vanishing Earth","N64","Hudson Entertainment"
"Star Trek Online","PC","Atari"
"Star Trek: Conquest","PS2","Bethesda Softworks"
"Star Trek: Conquest","Wii","Bethesda Softworks"
"Star Trek: Invasion","PS","Activision"
"Star Trek: Legacy","PC","Ubisoft"
"Star Trek: Legacy","X360","Ubisoft"
"Star Trek: Shattered Universe","PS2","Global Star"
"Star Trek: Shattered Universe","XB","Global Star"
"Star Trek: Tactical Assault","DS","Ubisoft"
"Star Trek: Tactical Assault","PSP","Ubisoft"
"Star Trek: The Game","PC","Namco Bandai Games"
"Star Trek: The Game","PS3","Namco Bandai Games"
"Star Trek: The Game","X360","Namco Bandai Games"
"Star Trek: Voyager Elite Force","PS2","Codemasters"
"Star Wars Battlefront (2015)","PC","Electronic Arts"
"Star Wars Battlefront (2015)","PS4","Electronic Arts"
"Star Wars Battlefront (2015)","XOne","Electronic Arts"
"Star Wars Battlefront: Elite Squadron","DS","LucasArts"
"Star Wars Battlefront: Elite Squadron","PSP","LucasArts"
"Star Wars Battlefront: Renegade Squadron","PSP","LucasArts"
"Star Wars Episode 1: Jedi Power Battles","PS","LucasArts"
"Star Wars Episode I Racer","N64","Nintendo"
"Star Wars Episode I: Battle for Naboo","N64","LucasArts"
"Star Wars Episode I: The Phantom Menace","PS","LucasArts"
"Star Wars Episode II: Attack of the Clones","GBA","THQ"
"Star Wars Episode III: Revenge of the Sith","DS","Ubisoft"
"Star Wars Episode III: Revenge of the Sith","GBA","Ubisoft"
"Star Wars Episode III: Revenge of the Sith","PS2","LucasArts"
"Star Wars Episode III: Revenge of the Sith","XB","Activision"
"Star Wars Jedi Knight II: Jedi Outcast","GC","Activision"
"Star Wars Jedi Knight II: Jedi Outcast","XB","Activision"
"Star Wars Jedi Knight: Jedi Academy","PC","Activision"
"Star Wars Jedi Knight: Jedi Academy","XB","Activision"
"Star Wars Knights of the Old Republic II: The Sith Lords","PC","LucasArts"
"Star Wars Knights of the Old Republic II: The Sith Lords","XB","Activision"
"Star Wars Racer Revenge","PS2","LucasArts"
"Star Wars Rogue Leader: Rogue Squadron II","GC","LucasArts"
"Star Wars Rogue Squadron III: Rebel Strike","GC","LucasArts"
"Star Wars Starfighter: Special Edition","XB","LucasArts"
"Star Wars The Clone Wars: Jedi Alliance","DS","LucasArts"
"Star Wars The Clone Wars: Lightsaber Duels","Wii","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","DS","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","PC","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","PS2","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","PS3","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","PSP","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","Wii","LucasArts"
"Star Wars The Clone Wars: Republic Heroes","X360","LucasArts"
"Star Wars Trilogy: Apprentice of the Force","GBA","Ubisoft"
"Star Wars: Battlefront","PC","LucasArts"
"Star Wars: Battlefront","PS2","LucasArts"
"Star Wars: Battlefront","XB","Activision"
"Star Wars: Battlefront II","PC","LucasArts"
"Star Wars: Battlefront II","PS2","LucasArts"
"Star Wars: Battlefront II","PSP","LucasArts"
"Star Wars: Battlefront II","XB","Activision"
"Star Wars: Bounty Hunter","GC","LucasArts"
"Star Wars: Bounty Hunter","PS2","LucasArts"
"Star Wars: Clone Wars","GC","Activision"
"Star Wars: Clone Wars","PS2","LucasArts"
"Star Wars: Clone Wars","XB","LucasArts"
"Star Wars: Dark Forces","PC","LucasArts"
"Star Wars: Dark Forces","PS","LucasArts"
